type,study,date,ind,refreshdttm,reas,subtype,warning,sort,indication
ADAM,argx-113-[pots]-0000,2023-06-05,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-2003,2023-06-05,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-06-05,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-06-05,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-06-05,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-06-06,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[mg]-0000,2023-06-06,mg,,,ADAM,,2,mg
ADAM,argx-113-[pots]-0000,2023-06-06,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-113-[x-ind]-0000,2023-06-06,x-ind,,,ADAM,,2,x-ind
ADAM,argx-117-[mmn]-2003,2023-06-06,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-06-06,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-06-06,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-06-06,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[cidp]-0000,2023-06-07,cidp,,,ADAM,,2,cidp
ADAM,argx-113-[hv]-0000,2023-06-07,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[itp]-0000,2023-06-07,itp,,,ADAM,,2,itp
ADAM,argx-113-[pots]-0000,2023-06-07,pots,,,ADAM,,2,pots
ADAM,argx-113-[pv]-0000,2023-06-07,pv,,,ADAM,,2,pv
ADAM,argx-113-[x-ind]-0000,2023-06-07,x-ind,,,ADAM,,2,x-ind
ADAM,argx-117-[mmn]-2003,2023-06-07,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-06-07,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-06-07,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-06-07,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-06-08,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-117-[mmn]-2003,2023-06-08,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-06-08,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-06-08,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-06-08,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-117-[mmn]-0000,2023-06-09,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-117-[mmn]-2002,2023-06-09,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-117-[mmn]-2003,2023-06-09,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-117-[x-ind]-0000,2023-06-09,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-119-[hv]-0000,2023-06-09,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-06-09,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-06-09,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-06-10,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[mg]-0000,2023-06-10,mg,,,ADAM,,2,mg
ADAM,argx-113-[x-ind]-0000,2023-06-10,x-ind,,,ADAM,,2,x-ind
ADAM,argx-117-[mmn]-2002,2023-06-10,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-117-[mmn]-2003,2023-06-10,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-06-10,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-06-10,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-06-10,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-06-11,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-117-[mmn]-2002,2023-06-11,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-117-[mmn]-2003,2023-06-11,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-06-11,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-06-11,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-06-11,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-06-12,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-117-[mmn]-0000,2023-06-12,mmn,,,ADAM,,2,mmn
ADAM,argx-117-[mmn]-2002,2023-06-12,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-117-[mmn]-2003,2023-06-12,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-117-[x-ind]-0000,2023-06-12,x-ind,,,ADAM,,2,x-ind
ADAM,argx-119-[hv]-0000,2023-06-12,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-06-12,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-06-12,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-117-[mmn]-2003,2023-06-13,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-06-13,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-06-13,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-06-13,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[bp]-0000,2023-06-14,bp,,,ADAM,,2,bp
ADAM,argx-113-[hv]-0000,2023-06-14,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[x-ind]-0000,2023-06-14,x-ind,,,ADAM,,2,x-ind
ADAM,argx-117-[mmn]-2003,2023-06-14,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-06-14,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-06-14,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-06-14,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-06-15,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-117-[mmn]-2003,2023-06-15,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-06-15,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-06-15,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-06-15,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-06-16,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-117-[mmn]-2003,2023-06-16,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-06-16,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-06-16,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-06-16,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-06-17,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-117-[mmn]-2003,2023-06-17,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-06-17,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-06-17,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-06-17,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-06-18,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-117-[mmn]-2003,2023-06-18,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-06-18,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-06-18,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-06-18,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-117-[mmn]-2003,2023-06-19,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-06-19,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-06-19,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-06-19,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[cidp]-0000,2023-06-20,cidp,,,ADAM,,2,cidp
ADAM,argx-113-[hv]-0000,2023-06-20,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[iim]-2007,2023-06-20,iim,,,ADAM,,2,iim
ADAM,argx-113-[x-ind]-0000,2023-06-20,x-ind,,,ADAM,,2,x-ind
ADAM,argx-117-[mmn]-2003,2023-06-20,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-06-20,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-06-20,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-06-20,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[itp]-0000,2023-06-21,itp,,UPTODATE,ADAM,,2,itp
ADAM,argx-113-[x-ind]-0000,2023-06-21,x-ind,,,ADAM,,2,x-ind
ADAM,argx-117-[mmn]-2003,2023-06-21,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-06-21,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-06-21,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-06-21,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[cidp]-0000,2023-06-22,cidp,,UPTODATE,ADAM,,2,cidp
ADAM,argx-113-[hv]-0000,2023-06-22,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[iim]-0000,2023-06-22,iim,,UPTODATE,ADAM,,2,iim
ADAM,argx-113-[itp]-0000,2023-06-22,itp,,UPTODATE,ADAM,,2,itp
ADAM,argx-113-[mg]-0000,2023-06-22,mg,,,ADAM,,2,mg
ADAM,argx-113-[x-ind]-0000,2023-06-22,x-ind,,,ADAM,,2,x-ind
ADAM,argx-117-[hv]-1901,2023-06-22,hv,,,ADAM,,2,hv
ADAM,argx-117-[mmn]-2002,2023-06-22,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-06-22,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-06-22,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[iim]-2011,2024-05-01,iim,2024-05-01T04:59:37,OK,ADAM,,2,iim
REPORT,argx-113-[iim]-2011,2024-05-01,iim,2024-05-01T05:01:00,OK,REPORT,,2,iim
SDTM,argx-113-[itp]-1803,2024-05-01,itp,2024-05-01T00:58:19,UPTODATE,SDTM,,1,
SDTM,argx-113-[itp]-2005,2024-05-01,itp,2024-05-01T01:04:05,UPTODATE,SDTM,,1,
SDTM,argx-113-[ln]-0000,2024-05-01,ln,2024-05-01T06:51:44,OK,SDTM,,1,ln
ADAM,argx-113-[ln]-0000,2024-05-01,ln,2024-05-01T09:34:57,OK,ADAM,,2,ln
REPORT,argx-113-[ln]-0000,2024-05-01,ln,2024-05-01T09:36:16,OK,REPORT,,2,ln
ADAM,argx-113-[ln]-2202,2024-05-01,ln,2024-05-01T05:23:10,OK,ADAM,,2,ln
REPORT,argx-113-[ln]-2202,2024-05-01,ln,2024-05-01T05:24:29,OK,REPORT,,2,ln
SDTM,argx-113-[mg]-2002,2024-05-01,mg,2024-05-01T01:17:23,UPTODATE,SDTM,,1,
SDTM,argx-113-[mn]-0000,2024-05-01,mn,2024-05-01T07:01:00,OK,SDTM,,1,mn
ADAM,argx-113-[mn]-0000,2024-05-01,mn,2024-05-01T09:51:42,OK,ADAM,,2,mn
REPORT,argx-113-[mn]-0000,2024-05-01,mn,2024-05-01T09:53:04,OK,REPORT,,2,mn
SDTM,argx-113-[mn]-2203,2024-05-01,mn,2024-05-01T01:29:58,OK,SDTM,,1,
ADAM,argx-113-[mn]-2203,2024-05-01,mn,2024-05-01T05:53:54,OK,ADAM,,2,mn
REPORT,argx-113-[mn]-2203,2024-05-01,mn,2024-05-01T05:55:16,OK,REPORT,,2,mn
SDTM,argx-113-[sjogren]-0000,2024-05-01,sjogren,2024-05-01T07:08:46,OK,SDTM,,1,sjogren
ADAM,argx-113-[sjogren]-0000,2024-05-01,sjogren,2024-05-01T10:10:01,OK,ADAM,,2,sjogren
REPORT,argx-113-[sjogren]-0000,2024-05-01,sjogren,2024-05-01T10:11:17,OK,REPORT,,2,sjogren
ADAM,argx-113-[sjogren]-2106,2024-05-01,sjogren,2024-05-01T06:17:39,OK,ADAM,,2,sjogren
REPORT,argx-113-[sjogren]-2106,2024-05-01,sjogren,2024-05-01T06:18:56,OK,REPORT,,2,sjogren
SDTM,argx-113-[x-ind]-0000,2024-05-01,x-ind,2024-05-01T09:18:25,OK,SDTM,,1,x-ind
ADAM,argx-113-[x-ind]-0000,2024-05-01,x-ind,2024-05-01T11:31:27,OK,ADAM,,2,x-ind
REPORT,argx-113-[x-ind]-0000,2024-05-01,x-ind,2024-05-01T11:34:14,OK,REPORT,,2,x-ind
SDTM,argx-117-[mmn]-0000,2024-05-01,mmn,2024-05-01T01:18:32,OK,SDTM,,1,mmn
ADAM,argx-117-[mmn]-0000,2024-05-01,mmn,2024-05-01T01:39:28,OK,ADAM,,2,mmn
REPORT,argx-117-[mmn]-0000,2024-05-01,mmn,2024-05-01T01:41:15,OK,REPORT,,2,mmn
SDTM,argx-117-[mmn]-2002,2024-05-01,mmn,2024-05-01T00:05:27,OK,SDTM,,1,
ADAM,argx-117-[mmn]-2002,2024-05-01,mmn,2024-05-01T00:59:06,OK,ADAM,,2,mmn
REPORT,argx-117-[mmn]-2002,2024-05-01,mmn,2024-05-01T01:01:13,OK,REPORT,,2,mmn
SDTM,argx-117-[x-ind]-0000,2024-05-01,x-ind,2024-05-01T01:23:06,OK,SDTM,,1,x-ind
ADAM,argx-117-[x-ind]-0000,2024-05-01,x-ind,2024-05-01T01:59:39,OK,ADAM,,2,x-ind
REPORT,argx-117-[x-ind]-0000,2024-05-01,x-ind,2024-05-01T02:01:27,OK,REPORT,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-05-01,cms,2024-05-01T01:02:53,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-01,cms,2024-05-01T00:41:55,OK,ADAM,Y,2,cms
SDTM,argx-113-[cidp]-1902,2024-05-02,cidp,2024-05-02T00:34:29,UPTODATE,SDTM,,1,
SDTM,argx-113-[itp]-1803,2024-05-02,itp,2024-05-02T00:58:57,UPTODATE,SDTM,,1,
SDTM,argx-113-[itp]-2005,2024-05-02,itp,2024-05-02T01:04:28,UPTODATE,SDTM,,1,
SDTM,argx-113-[mg]-2002,2024-05-02,mg,2024-05-02T01:18:08,UPTODATE,SDTM,,1,
SDTM,argx-117-[mmn]-0000,2024-05-02,mmn,2024-05-02T01:22:01,OK,SDTM,,1,mmn
ADAM,argx-117-[mmn]-0000,2024-05-02,mmn,2024-05-02T01:48:05,OK,ADAM,,2,mmn
REPORT,argx-117-[mmn]-0000,2024-05-02,mmn,2024-05-02T01:49:55,OK,REPORT,,2,mmn
SDTM,argx-117-[mmn]-2002,2024-05-02,mmn,2024-05-02T00:05:20,OK,SDTM,,1,
ADAM,argx-117-[mmn]-2002,2024-05-02,mmn,2024-05-02T00:59:05,OK,ADAM,,2,mmn
REPORT,argx-117-[mmn]-2002,2024-05-02,mmn,2024-05-02T01:01:03,OK,REPORT,,2,mmn
SDTM,argx-117-[x-ind]-0000,2024-05-02,x-ind,2024-05-02T01:31:59,OK,SDTM,,1,x-ind
ADAM,argx-117-[x-ind]-0000,2024-05-02,x-ind,2024-05-02T02:08:26,OK,ADAM,,2,x-ind
REPORT,argx-117-[x-ind]-0000,2024-05-02,x-ind,2024-05-02T02:10:14,OK,REPORT,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-05-02,cms,2024-05-02T01:03:19,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-02,cms,2024-05-02T00:42:22,OK,ADAM,Y,2,cms
SDTM,argx-113-[cidp]-1902,2024-05-03,cidp,2024-05-03T00:34:39,UPTODATE,SDTM,,1,
ADAM,argx-113-[iim]-2011,2024-05-03,iim,2024-05-03T05:22:46,OK,ADAM,,2,iim
REPORT,argx-113-[iim]-2011,2024-05-03,iim,2024-05-03T05:24:05,OK,REPORT,,2,iim
SDTM,argx-113-[itp]-0000,2024-05-03,itp,2024-05-03T08:08:44,OK,SDTM,,1,itp
ADAM,argx-113-[itp]-0000,2024-05-03,itp,2024-05-03T11:16:18,OK,ADAM,,2,itp
REPORT,argx-113-[itp]-0000,2024-05-03,itp,2024-05-03T11:18:12,OK,REPORT,,2,itp
SDTM,argx-113-[itp]-1803,2024-05-03,itp,2024-05-03T00:57:31,OK,SDTM,,1,
ADAM,argx-113-[itp]-1803,2024-05-03,itp,2024-05-03T05:47:04,OK,ADAM,,2,itp
REPORT,argx-113-[itp]-1803,2024-05-03,itp,2024-05-03T05:48:41,OK,REPORT,,2,itp
SDTM,argx-113-[itp]-2005,2024-05-03,itp,2024-05-03T01:05:17,UPTODATE,SDTM,,1,
SDTM,argx-113-[mg]-0000,2024-05-03,mg,2024-05-03T08:34:11,OK,SDTM,,1,mg
ADAM,argx-113-[mg]-0000,2024-05-03,mg,2024-05-03T11:46:19,OK,ADAM,,2,mg
REPORT,argx-113-[mg]-0000,2024-05-03,mg,2024-05-03T11:49:05,OK,REPORT,,2,mg
SDTM,argx-113-[mg]-2002,2024-05-03,mg,2024-05-03T01:18:08,OK,SDTM,,1,
ADAM,argx-113-[mg]-2002,2024-05-03,mg,2024-05-03T06:37:57,OK,ADAM,,2,mg
REPORT,argx-113-[mg]-2002,2024-05-03,mg,2024-05-03T06:40:00,OK,REPORT,,2,mg
SDTM,argx-113-[pots]-0000,2024-05-03,pots,2024-05-03T08:41:09,OK,SDTM,,1,pots
ADAM,argx-113-[pots]-0000,2024-05-03,pots,2024-05-03T12:07:59,OK,ADAM,,2,pots
REPORT,argx-113-[pots]-0000,2024-05-03,pots,2024-05-03T12:09:16,OK,REPORT,,2,pots
SDTM,argx-113-[pots]-2105,2024-05-03,pots,2024-05-03T01:50:28,OK,SDTM,,1,
ADAM,argx-113-[pots]-2105,2024-05-03,pots,2024-05-03T07:20:18,OK,ADAM,,2,pots
REPORT,argx-113-[pots]-2105,2024-05-03,pots,2024-05-03T07:21:28,OK,REPORT,,2,pots
SDTM,argx-113-[x-ind]-0000,2024-05-03,x-ind,2024-05-03T10:52:59,OK,SDTM,,1,x-ind
ADAM,argx-113-[x-ind]-0000,2024-05-03,x-ind,2024-05-03T13:34:49,OK,ADAM,,2,x-ind
REPORT,argx-113-[x-ind]-0000,2024-05-03,x-ind,2024-05-03T13:37:46,OK,REPORT,,2,x-ind
SDTM,argx-117-[mmn]-0000,2024-05-03,mmn,2024-05-03T01:27:40,OK,SDTM,,1,mmn
ADAM,argx-117-[mmn]-0000,2024-05-03,mmn,2024-05-03T01:53:37,OK,ADAM,,2,mmn
REPORT,argx-117-[mmn]-0000,2024-05-03,mmn,2024-05-03T01:55:27,OK,REPORT,,2,mmn
SDTM,argx-117-[mmn]-2002,2024-05-03,mmn,2024-05-03T00:05:11,OK,SDTM,,1,
ADAM,argx-117-[mmn]-2002,2024-05-03,mmn,2024-05-03T01:03:32,OK,ADAM,,2,mmn
REPORT,argx-117-[mmn]-2002,2024-05-03,mmn,2024-05-03T01:05:05,OK,REPORT,,2,mmn
SDTM,argx-117-[x-ind]-0000,2024-05-03,x-ind,2024-05-03T01:37:42,OK,SDTM,,1,x-ind
ADAM,argx-117-[x-ind]-0000,2024-05-03,x-ind,2024-05-03T02:13:59,OK,ADAM,,2,x-ind
REPORT,argx-117-[x-ind]-0000,2024-05-03,x-ind,2024-05-03T02:15:43,OK,REPORT,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-05-03,cms,2024-05-03T01:32:00,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-03,cms,2024-05-03T00:48:18,OK,ADAM,Y,2,cms
SDTM,argx-119-[hv]-0000,2024-05-03,hv,2024-05-03T01:19:31,OK,SDTM,,1,hv
ADAM,argx-119-[hv]-0000,2024-05-03,hv,2024-05-03T01:45:02,OK,ADAM,,2,hv
REPORT,argx-119-[hv]-0000,2024-05-03,hv,2024-05-03T01:46:19,OK,REPORT,,2,hv
SDTM,argx-119-[hv]-2201,2024-05-03,hv,2024-05-03T00:20:45,UPTODATE,SDTM,,1,
SDTM,argx-119-[hv]-2201,2024-05-03,hv,2024-05-03T00:22:17,OK,SDTM,,1,
ADAM,argx-119-[hv]-2201,2024-05-03,hv,2024-05-03T01:05:36,OK,ADAM,,2,hv
REPORT,argx-119-[hv]-2201,2024-05-03,hv,2024-05-03T01:06:53,OK,REPORT,,2,hv
SDTM,argx-119-[x-ind]-0000,2024-05-03,x-ind,2024-05-03T01:24:56,OK,SDTM,,1,x-ind
ADAM,argx-119-[x-ind]-0000,2024-05-03,x-ind,2024-05-03T02:01:00,OK,ADAM,,2,x-ind
REPORT,argx-119-[x-ind]-0000,2024-05-03,x-ind,2024-05-03T02:02:20,OK,REPORT,,2,x-ind
SDTM,argx-113-[cidp]-1902,2024-05-04,cidp,2024-05-04T00:35:22,UPTODATE,SDTM,,1,
SDTM,argx-113-[itp]-0000,2024-05-04,itp,2024-05-04T06:50:10,OK,SDTM,,1,itp
ADAM,argx-113-[itp]-0000,2024-05-04,itp,2024-05-04T09:40:06,OK,ADAM,,2,itp
REPORT,argx-113-[itp]-0000,2024-05-04,itp,2024-05-04T09:42:05,OK,REPORT,,2,itp
SDTM,argx-113-[itp]-2005,2024-05-04,itp,2024-05-04T01:03:35,OK,SDTM,,1,
ADAM,argx-113-[itp]-2005,2024-05-04,itp,2024-05-04T05:25:07,OK,ADAM,,2,itp
REPORT,argx-113-[itp]-2005,2024-05-04,itp,2024-05-04T05:26:55,OK,REPORT,,2,itp
SDTM,argx-113-[pots]-0000,2024-05-04,pots,2024-05-04T07:04:20,OK,SDTM,,1,pots
ADAM,argx-113-[pots]-0000,2024-05-04,pots,2024-05-04T10:03:15,OK,ADAM,,2,pots
REPORT,argx-113-[pots]-0000,2024-05-04,pots,2024-05-04T10:04:32,OK,REPORT,,2,pots
SDTM,argx-113-[pots]-2104,2024-05-04,pots,2024-05-04T01:48:50,OK,SDTM,,1,
ADAM,argx-113-[pots]-2104,2024-05-04,pots,2024-05-04T06:04:53,OK,ADAM,,2,pots
REPORT,argx-113-[pots]-2104,2024-05-04,pots,2024-05-04T06:06:10,OK,REPORT,,2,pots
SDTM,argx-113-[x-ind]-0000,2024-05-04,x-ind,2024-05-04T09:17:22,OK,SDTM,,1,x-ind
ADAM,argx-113-[x-ind]-0000,2024-05-04,x-ind,2024-05-04T11:29:22,OK,ADAM,,2,x-ind
REPORT,argx-113-[x-ind]-0000,2024-05-04,x-ind,2024-05-04T11:31:58,OK,REPORT,,2,x-ind
SDTM,argx-117-[mmn]-0000,2024-05-04,mmn,2024-05-04T01:19:16,OK,SDTM,,1,mmn
ADAM,argx-117-[mmn]-0000,2024-05-04,mmn,2024-05-04T01:40:12,OK,ADAM,,2,mmn
REPORT,argx-117-[mmn]-0000,2024-05-04,mmn,2024-05-04T01:42:00,OK,REPORT,,2,mmn
SDTM,argx-117-[mmn]-2002,2024-05-04,mmn,2024-05-04T00:05:24,OK,SDTM,,1,
ADAM,argx-117-[mmn]-2002,2024-05-04,mmn,2024-05-04T00:59:36,OK,ADAM,,2,mmn
REPORT,argx-117-[mmn]-2002,2024-05-04,mmn,2024-05-04T01:01:33,OK,REPORT,,2,mmn
SDTM,argx-117-[x-ind]-0000,2024-05-04,x-ind,2024-05-04T01:23:49,OK,SDTM,,1,x-ind
ADAM,argx-117-[x-ind]-0000,2024-05-04,x-ind,2024-05-04T02:00:51,OK,ADAM,,2,x-ind
REPORT,argx-117-[x-ind]-0000,2024-05-04,x-ind,2024-05-04T02:02:42,OK,REPORT,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-05-04,cms,2024-05-04T01:03:38,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-04,cms,2024-05-04T00:42:07,OK,ADAM,Y,2,cms
SDTM,argx-113-[cidp]-1902,2024-05-05,cidp,2024-05-05T00:34:55,UPTODATE,SDTM,,1,
SDTM,argx-117-[mmn]-2002,2024-05-05,mmn,2024-05-05T00:07:23,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-0000,2024-05-05,cms,2024-05-05T01:03:30,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-05,cms,2024-05-05T00:42:14,OK,ADAM,Y,2,cms
SDTM,argx-113-[cidp]-1902,2024-05-06,cidp,2024-05-06T00:35:03,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-0000,2024-05-06,cms,2024-05-06T01:02:23,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-06,cms,2024-05-06T00:41:45,OK,ADAM,Y,2,cms
SDTM,argx-113-[cidp]-1902,2024-05-07,cidp,2024-05-07T00:34:24,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-0000,2024-05-07,cms,2024-05-07T01:01:54,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-07,cms,2024-05-07T00:41:40,OK,ADAM,Y,2,cms
SDTM,argx-113-[cidp]-0000,2024-05-08,cidp,2024-05-08T06:40:15,OK,SDTM,,1,cidp
ADAM,argx-113-[cidp]-0000,2024-05-08,cidp,2024-05-08T09:36:27,OK,ADAM,,2,cidp
REPORT,argx-113-[cidp]-0000,2024-05-08,cidp,2024-05-08T09:38:21,OK,REPORT,,2,cidp
SDTM,argx-113-[cidp]-1902,2024-05-08,cidp,2024-05-08T00:41:21,OK,SDTM,,1,
ADAM,argx-113-[cidp]-1902,2024-05-08,cidp,2024-05-08T05:10:43,OK,ADAM,,2,cidp
REPORT,argx-113-[cidp]-1902,2024-05-08,cidp,2024-05-08T05:12:38,OK,REPORT,,2,cidp
SDTM,argx-113-[sjogren]-0000,2024-05-08,sjogren,2024-05-08T07:08:47,OK,SDTM,,1,sjogren
ADAM,argx-113-[sjogren]-0000,2024-05-08,sjogren,2024-05-08T10:04:40,OK,ADAM,,2,sjogren
REPORT,argx-113-[sjogren]-0000,2024-05-08,sjogren,2024-05-08T10:05:56,OK,REPORT,,2,sjogren
SDTM,argx-113-[sjogren]-2211,2024-05-08,sjogren,2024-05-08T01:57:01,OK,SDTM,,1,
ADAM,argx-113-[sjogren]-2211,2024-05-08,sjogren,2024-05-08T06:15:58,OK,ADAM,,2,sjogren
REPORT,argx-113-[sjogren]-2211,2024-05-08,sjogren,2024-05-08T06:17:07,OK,REPORT,,2,sjogren
SDTM,argx-113-[x-ind]-0000,2024-05-08,x-ind,2024-05-08T09:19:40,OK,SDTM,,1,x-ind
