type,study,date,ind,refreshdttm,reas,subtype,warning,sort,indication
ADAM,argx-119-[cms]-2301,2024-06-01,cms,2024-06-01T00:43:23,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-0000,2024-06-02,cms,2024-06-02T01:05:01,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-06-02,cms,2024-06-02T00:43:47,OK,ADAM,Y,2,cms
SDTM,argx-113-[mg]-2002,2024-06-03,mg,2024-06-03T12:53:33,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-0000,2024-06-03,cms,2024-06-03T01:04:47,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-06-03,cms,2024-06-03T00:43:16,OK,ADAM,Y,2,cms
SDTM,argx-113-[iim]-0000,2024-06-04,iim,2024-06-04T06:17:14,OK,SDTM,,1,iim
ADAM,argx-113-[iim]-0000,2024-06-04,iim,2024-06-04T09:05:48,OK,ADAM,,2,iim
SDTM,argx-113-[iim]-2007,2024-06-04,iim,2024-06-04T00:55:02,OK,SDTM,,1,
ADAM,argx-113-[iim]-2007,2024-06-04,iim,2024-06-04T05:17:17,OK,ADAM,,2,iim
SDTM,argx-113-[itp]-1803,2024-06-04,itp,2024-06-04T01:08:19,UPTODATE,SDTM,,1,
SDTM,argx-113-[mg]-2002,2024-06-04,mg,2024-06-04T01:24:46,UPTODATE,SDTM,,1,
SDTM,argx-113-[x-ind]-0000,2024-06-04,x-ind,2024-06-04T08:51:03,OK,SDTM,,1,x-ind
ADAM,argx-113-[x-ind]-0000,2024-06-04,x-ind,2024-06-04T10:40:06,OK,ADAM,,2,x-ind
SDTM,argx-117-[mmn]-0000,2024-06-04,mmn,2024-06-04T01:45:32,OK,SDTM,,1,mmn
ADAM,argx-117-[mmn]-0000,2024-06-04,mmn,2024-06-04T02:15:44,OK,ADAM,,2,mmn
SDTM,argx-117-[mmn]-2002,2024-06-04,mmn,2024-06-04T00:09:20,OK,SDTM,,1,
ADAM,argx-117-[mmn]-2002,2024-06-04,mmn,2024-06-04T01:15:36,OK,ADAM,,2,mmn
SDTM,argx-117-[mmn]-2003,2024-06-04,mmn,2024-06-04T00:15:48,OK,SDTM,,1,
ADAM,argx-117-[mmn]-2003,2024-06-04,mmn,2024-06-04T01:29:11,OK,ADAM,,2,mmn
SDTM,argx-117-[x-ind]-0000,2024-06-04,x-ind,2024-06-04T01:59:25,OK,SDTM,,1,x-ind
ADAM,argx-117-[x-ind]-0000,2024-06-04,x-ind,2024-06-04T02:31:25,OK,ADAM,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-06-04,cms,2024-06-04T01:01:09,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-06-04,cms,2024-06-04T00:43:41,OK,ADAM,Y,2,cms
SDTM,argx-113-[itp]-0000,2024-06-05,itp,2024-06-05T06:08:01,OK,SDTM,,1,itp
ADAM,argx-113-[itp]-0000,2024-06-05,itp,2024-06-05T07:18:59,OK,ADAM,,2,itp
ADAM,argx-113-[itp]-1801,2024-06-05,itp,2024-06-05T05:14:01,OK,ADAM,,2,itp
SDTM,argx-113-[itp]-1803,2024-06-05,itp,2024-06-05T01:04:34,UPTODATE,SDTM,,1,
SDTM,argx-113-[itp]-2005,2024-06-05,itp,2024-06-05T01:10:07,UPTODATE,SDTM,,1,
SDTM,argx-113-[mg]-2002,2024-06-05,mg,2024-06-05T01:19:53,UPTODATE,SDTM,,1,
SDTM,argx-113-[x-ind]-0000,2024-06-05,x-ind,2024-06-05T06:56:10,OK,SDTM,,1,x-ind
ADAM,argx-113-[x-ind]-0000,2024-06-05,x-ind,2024-06-05T08:51:21,OK,ADAM,,2,x-ind
SDTM,argx-117-[mmn]-0000,2024-06-05,mmn,2024-06-05T01:24:30,OK,SDTM,,1,mmn
ADAM,argx-117-[mmn]-0000,2024-06-05,mmn,2024-06-05T01:51:08,OK,ADAM,,2,mmn
SDTM,argx-117-[mmn]-2002,2024-06-05,mmn,2024-06-05T00:12:23,UPTODATE,SDTM,,1,
ADAM,argx-117-[mmn]-2002,2024-06-05,mmn,2024-06-05T01:08:31,OK,ADAM,,2,mmn
SDTM,argx-117-[mmn]-2002,2024-06-05,mmn,2024-06-05T10:50:49,OK,SDTM,,1,
SDTM,argx-117-[mmn]-2202,2024-06-05,mmn,2024-06-05T00:20:13,UPTODATE,SDTM,,1,
SDTM,argx-117-[x-ind]-0000,2024-06-05,x-ind,2024-06-05T01:35:55,OK,SDTM,,1,x-ind
ADAM,argx-117-[x-ind]-0000,2024-06-05,x-ind,2024-06-05T02:06:16,OK,ADAM,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-06-05,cms,2024-06-05T01:01:09,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-06-05,cms,2024-06-05T00:43:28,OK,ADAM,Y,2,cms
SDTM,argx-113-[cidp]-1902,2024-06-06,cidp,2024-06-06T00:40:23,UPTODATE,SDTM,,1,
SDTM,argx-113-[itp]-1803,2024-06-06,itp,2024-06-06T01:03:54,UPTODATE,SDTM,,1,
SDTM,argx-113-[itp]-2005,2024-06-06,itp,2024-06-06T01:09:51,UPTODATE,SDTM,,1,
SDTM,argx-113-[mg]-2002,2024-06-06,mg,2024-06-06T01:20:11,UPTODATE,SDTM,,1,
SDTM,argx-117-[mmn]-0000,2024-06-06,mmn,2024-06-06T01:05:49,OK,SDTM,,1,mmn
ADAM,argx-117-[mmn]-0000,2024-06-06,mmn,2024-06-06T01:24:23,OK,ADAM,,2,mmn
SDTM,argx-117-[mmn]-2202,2024-06-06,mmn,2024-06-06T00:18:30,UPTODATE,SDTM,,1,
ADAM,argx-117-[x-ind]-0000,2024-06-06,x-ind,2024-06-06T01:29:06,OK,ADAM,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-06-06,cms,2024-06-06T01:01:50,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-06-06,cms,2024-06-06T00:43:32,OK,ADAM,Y,2,cms
SDTM,argx-113-[cidp]-1902,2024-06-07,cidp,2024-06-07T00:37:03,UPTODATE,SDTM,,1,
SDTM,argx-113-[itp]-0000,2024-06-07,itp,2024-06-07T06:08:04,OK,SDTM,,1,itp
ADAM,argx-113-[itp]-0000,2024-06-07,itp,2024-06-07T08:53:12,OK,ADAM,,2,itp
ADAM,argx-113-[itp]-1803,2024-06-07,itp,2024-06-07T05:04:46,OK,ADAM,,2,itp
SDTM,argx-113-[itp]-2005,2024-06-07,itp,2024-06-07T01:06:45,UPTODATE,SDTM,,1,
SDTM,argx-113-[mg]-2002,2024-06-07,mg,2024-06-07T01:17:17,UPTODATE,SDTM,,1,
SDTM,argx-113-[x-ind]-0000,2024-06-07,x-ind,2024-06-07T08:29:51,OK,SDTM,,1,x-ind
ADAM,argx-113-[x-ind]-0000,2024-06-07,x-ind,2024-06-07T10:25:24,OK,ADAM,,2,x-ind
SDTM,argx-117-[mmn]-0000,2024-06-07,mmn,2024-06-07T01:24:48,OK,SDTM,,1,mmn
ADAM,argx-117-[mmn]-0000,2024-06-07,mmn,2024-06-07T01:53:18,OK,ADAM,,2,mmn
SDTM,argx-117-[mmn]-2002,2024-06-07,mmn,2024-06-07T00:10:24,UPTODATE,SDTM,,1,
SDTM,argx-117-[mmn]-2003,2024-06-07,mmn,2024-06-07T00:13:58,OK,SDTM,,1,
ADAM,argx-117-[mmn]-2003,2024-06-07,mmn,2024-06-07T01:08:49,OK,ADAM,,2,mmn
SDTM,argx-117-[mmn]-2202,2024-06-07,mmn,2024-06-07T00:19:19,UPTODATE,SDTM,,1,
SDTM,argx-117-[x-ind]-0000,2024-06-07,x-ind,2024-06-07T01:37:59,OK,SDTM,,1,x-ind
ADAM,argx-117-[x-ind]-0000,2024-06-07,x-ind,2024-06-07T02:06:26,OK,ADAM,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-06-07,cms,2024-06-07T01:01:22,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-06-07,cms,2024-06-07T00:43:22,OK,ADAM,Y,2,cms
SDTM,argx-113-[cidp]-1902,2024-06-08,cidp,2024-06-08T00:37:18,UPTODATE,SDTM,,1,
SDTM,argx-113-[itp]-0000,2024-06-08,itp,2024-06-08T06:38:06,OK,SDTM,,1,itp
ADAM,argx-113-[itp]-0000,2024-06-08,itp,2024-06-08T09:44:12,OK,ADAM,,2,itp
ADAM,argx-113-[itp]-2005,2024-06-08,itp,2024-06-08T05:13:07,OK,ADAM,,2,itp
SDTM,argx-113-[mg]-0000,2024-06-08,mg,2024-06-08T07:03:38,OK,SDTM,,1,mg
ADAM,argx-113-[mg]-0000,2024-06-08,mg,2024-06-08T10:08:19,OK,ADAM,,2,mg
SDTM,argx-113-[mg]-2002,2024-06-08,mg,2024-06-08T01:20:36,OK,SDTM,,1,
ADAM,argx-113-[mg]-2002,2024-06-08,mg,2024-06-08T05:45:38,OK,ADAM,,2,mg
SDTM,argx-113-[mg]-2006,2024-06-08,mg,2024-06-08T01:25:34,UPTODATE,SDTM,,1,
SDTM,argx-113-[mg]-2008,2024-06-08,mg,2024-06-08T01:30:40,UPTODATE,SDTM,,1,
SDTM,argx-113-[pv]-1905,2024-06-08,pv,2024-06-08T01:47:22,UPTODATE,SDTM,,1,
SDTM,argx-113-[x-ind]-0000,2024-06-08,x-ind,2024-06-08T09:19:52,OK,SDTM,,1,x-ind
ADAM,argx-113-[x-ind]-0000,2024-06-08,x-ind,2024-06-08T11:37:49,OK,ADAM,,2,x-ind
SDTM,argx-117-[mmn]-0000,2024-06-08,mmn,2024-06-08T01:24:12,OK,SDTM,,1,mmn
ADAM,argx-117-[mmn]-0000,2024-06-08,mmn,2024-06-08T01:48:16,OK,ADAM,,2,mmn
SDTM,argx-117-[mmn]-2002,2024-06-08,mmn,2024-06-08T00:10:52,UPTODATE,SDTM,,1,
SDTM,argx-117-[mmn]-2202,2024-06-08,mmn,2024-06-08T00:17:46,OK,SDTM,,1,
ADAM,argx-117-[mmn]-2202,2024-06-08,mmn,2024-06-08T01:12:00,OK,ADAM,,2,mmn
SDTM,argx-117-[x-ind]-0000,2024-06-08,x-ind,2024-06-08T01:33:53,OK,SDTM,,1,x-ind
ADAM,argx-117-[x-ind]-0000,2024-06-08,x-ind,2024-06-08T02:01:11,OK,ADAM,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-06-08,cms,2024-06-08T01:01:55,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-06-08,cms,2024-06-08T00:43:17,OK,ADAM,Y,2,cms
SDTM,argx-113-[cidp]-1902,2024-06-09,cidp,2024-06-09T00:37:17,UPTODATE,SDTM,,1,
SDTM,argx-113-[mg]-2006,2024-06-09,mg,2024-06-09T01:20:10,UPTODATE,SDTM,,1,
SDTM,argx-113-[mg]-2008,2024-06-09,mg,2024-06-09T01:25:21,UPTODATE,SDTM,,1,
SDTM,argx-113-[pv]-1905,2024-06-09,pv,2024-06-09T01:41:58,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-0000,2024-06-09,cms,2024-06-09T01:02:34,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-06-09,cms,2024-06-09T00:43:46,OK,ADAM,Y,2,cms
SDTM,argx-113-[cidp]-1902,2024-06-10,cidp,2024-06-10T00:38:26,UPTODATE,SDTM,,1,
SDTM,argx-113-[mg]-2006,2024-06-10,mg,2024-06-10T01:22:42,UPTODATE,SDTM,,1,
SDTM,argx-113-[mg]-2008,2024-06-10,mg,2024-06-10T01:27:31,UPTODATE,SDTM,,1,
SDTM,argx-113-[pv]-1905,2024-06-10,pv,2024-06-10T01:45:08,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-0000,2024-06-10,cms,2024-06-10T01:02:01,OK,ADAM,Y,2,cms
SDTM,argx-119-[cms]-2301,2024-06-10,cms,2024-06-10T00:18:00,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-2301,2024-06-10,cms,2024-06-10T00:43:29,OK,ADAM,Y,2,cms
SDTM,argx-113-[cidp]-0000,2024-06-11,cidp,2024-06-11T06:12:07,OK,SDTM,,1,cidp
ADAM,argx-113-[cidp]-0000,2024-06-11,cidp,2024-06-11T09:29:49,OK,ADAM,,2,cidp
SDTM,argx-113-[cidp]-1902,2024-06-11,cidp,2024-06-11T00:38:33,OK,SDTM,,1,
ADAM,argx-113-[cidp]-1902,2024-06-11,cidp,2024-06-11T04:52:41,OK,ADAM,,2,cidp
SDTM,argx-113-[mg]-0000,2024-06-11,mg,2024-06-11T06:48:12,OK,SDTM,,1,mg
SDTM,argx-113-[mg]-2006,2024-06-11,mg,2024-06-11T01:24:53,UPTODATE,SDTM,,1,
SDTM,argx-113-[mg]-2008,2024-06-11,mg,2024-06-11T01:28:04,OK,SDTM,,1,
ADAM,argx-113-[mg]-2008,2024-06-11,mg,2024-06-11T05:41:27,OK,ADAM,,2,mg
SDTM,argx-113-[pv]-1905,2024-06-11,pv,2024-06-11T01:47:08,UPTODATE,SDTM,,1,
SDTM,argx-113-[x-ind]-0000,2024-06-11,x-ind,2024-06-11T13:19:56,OK,SDTM,,1,x-ind
SDTM,argx-117-[mmn]-0000,2024-06-11,mmn,2024-06-11T01:31:23,OK,SDTM,,1,mmn
ADAM,argx-117-[mmn]-0000,2024-06-11,mmn,2024-06-11T02:00:57,OK,ADAM,,2,mmn
SDTM,argx-117-[mmn]-2002,2024-06-11,mmn,2024-06-11T00:09:01,OK,SDTM,,1,
ADAM,argx-117-[mmn]-2002,2024-06-11,mmn,2024-06-11T01:12:57,OK,ADAM,,2,mmn
SDTM,argx-117-[x-ind]-0000,2024-06-11,x-ind,2024-06-11T01:45:49,OK,SDTM,,1,x-ind
ADAM,argx-117-[x-ind]-0000,2024-06-11,x-ind,2024-06-11T02:14:14,OK,ADAM,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-06-11,cms,2024-06-11T01:01:50,OK,ADAM,Y,2,cms
SDTM,argx-119-[cms]-2301,2024-06-11,cms,2024-06-11T00:15:49,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-2301,2024-06-11,cms,2024-06-11T00:43:48,OK,ADAM,Y,2,cms
SDTM,argx-113-[bp]-2010,2024-06-12,bp,2024-06-12T00:35:43,UPTODATE,SDTM,,1,
SDTM,argx-113-[mg]-0000,2024-06-12,mg,2024-06-12T06:40:03,OK,SDTM,,1,mg
ADAM,argx-113-[mg]-0000,2024-06-12,mg,2024-06-12T07:44:48,OK,ADAM,,2,mg
ADAM,argx-113-[mg]-2003,2024-06-12,mg,2024-06-12T05:40:07,OK,ADAM,,2,mg
SDTM,argx-113-[mg]-2006,2024-06-12,mg,2024-06-12T01:25:12,UPTODATE,SDTM,,1,
SDTM,argx-113-[pv]-1905,2024-06-12,pv,2024-06-12T01:46:54,UPTODATE,SDTM,,1,
SDTM,argx-113-[sjogren]-0000,2024-06-12,sjogren,2024-06-12T06:50:47,OK,SDTM,,1,sjogren
ADAM,argx-113-[sjogren]-0000,2024-06-12,sjogren,2024-06-12T08:00:23,OK,ADAM,,2,sjogren
SDTM,argx-113-[sjogren]-2106,2024-06-12,sjogren,2024-06-12T01:51:16,OK,SDTM,,1,
ADAM,argx-113-[sjogren]-2106,2024-06-12,sjogren,2024-06-12T06:04:47,OK,ADAM,,2,sjogren
ADAM,argx-113-[x-ind]-0000,2024-06-12,x-ind,2024-06-12T08:16:07,OK,ADAM,,2,x-ind
SDTM,argx-117-[hv]-0000,2024-06-12,hv,2024-06-12T01:31:33,OK,SDTM,,1,hv
ADAM,argx-117-[hv]-0000,2024-06-12,hv,2024-06-12T01:59:31,OK,ADAM,,2,hv
SDTM,argx-117-[hv]-2303,2024-06-12,hv,2024-06-12T00:09:43,OK,SDTM,,1,
ADAM,argx-117-[hv]-2303,2024-06-12,hv,2024-06-12T01:16:53,OK,ADAM,,2,hv
SDTM,argx-117-[mmn]-2002,2024-06-12,mmn,2024-06-12T00:15:34,UPTODATE,SDTM,,1,
SDTM,argx-117-[x-ind]-0000,2024-06-12,x-ind,2024-06-12T01:45:33,OK,SDTM,,1,x-ind
ADAM,argx-117-[x-ind]-0000,2024-06-12,x-ind,2024-06-12T02:14:18,OK,ADAM,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-06-12,cms,2024-06-12T01:02:29,OK,ADAM,Y,2,cms
SDTM,argx-119-[cms]-2301,2024-06-12,cms,2024-06-12T00:18:02,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-2301,2024-06-12,cms,2024-06-12T00:43:48,OK,ADAM,Y,2,cms
SDTM,argx-113-[bp]-2009,2024-06-13,bp,2024-06-13T14:31:35,OK,SDTM,,1,
SDTM,argx-113-[bp]-2010,2024-06-13,bp,2024-06-13T00:34:56,UPTODATE,SDTM,,1,
SDTM,argx-113-[mg]-2006,2024-06-13,mg,2024-06-13T01:25:29,UPTODATE,SDTM,,1,
SDTM,argx-113-[pv]-1905,2024-06-13,pv,2024-06-13T01:47:31,UPTODATE,SDTM,,1,
SDTM,argx-117-[mmn]-2002,2024-06-13,mmn,2024-06-13T00:14:08,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-0000,2024-06-13,cms,2024-06-13T01:07:09,OK,ADAM,Y,2,cms
SDTM,argx-119-[cms]-2301,2024-06-13,cms,2024-06-13T00:18:11,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-2301,2024-06-13,cms,2024-06-13T00:46:23,OK,ADAM,Y,2,cms
SDTM,argx-113-[bp]-0000,2024-06-14,bp,2024-06-14T06:26:41,OK,SDTM,,1,bp
ADAM,argx-113-[bp]-0000,2024-06-14,bp,2024-06-14T08:58:28,OK,ADAM,,2,bp
ADAM,argx-113-[bp]-2009,2024-06-14,bp,2024-06-14T04:00:11,OK,ADAM,,2,bp
SDTM,argx-113-[mg]-0000,2024-06-14,mg,2024-06-14T06:47:10,OK,SDTM,,1,mg
ADAM,argx-113-[mg]-0000,2024-06-14,mg,2024-06-14T09:28:22,OK,ADAM,,2,mg
ADAM,argx-113-[mg]-2006,2024-06-14,mg,2024-06-14T05:12:06,OK,ADAM,,2,mg
SDTM,argx-113-[pv]-0000,2024-06-14,pv,2024-06-14T06:58:45,OK,SDTM,,1,pv
ADAM,argx-113-[pv]-0000,2024-06-14,pv,2024-06-14T09:44:52,OK,ADAM,,2,pv
ADAM,argx-113-[pv]-1904,2024-06-14,pv,2024-06-14T05:48:53,OK,ADAM,,2,pv
ADAM,argx-113-[pv]-1905,2024-06-14,pv,2024-06-14T06:03:00,OK,ADAM,,2,pv
SDTM,argx-113-[x-ind]-0000,2024-06-14,x-ind,2024-06-14T08:47:03,OK,SDTM,,1,x-ind
ADAM,argx-113-[x-ind]-0000,2024-06-14,x-ind,2024-06-14T11:13:23,OK,ADAM,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-06-14,cms,2024-06-14T01:24:28,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-06-14,cms,2024-06-14T01:04:34,OK,ADAM,Y,2,cms
SDTM,argx-113-[bp]-0000,2024-06-15,bp,2024-06-15T05:49:44,OK,SDTM,,1,bp
ADAM,argx-113-[bp]-0000,2024-06-15,bp,2024-06-15T08:31:57,OK,ADAM,,2,bp
SDTM,argx-113-[bp]-2010,2024-06-15,bp,2024-06-15T00:01:52,UPTODATE,SDTM,,1,
SDTM,argx-113-[sjogren]-0000,2024-06-15,sjogren,2024-06-15T06:20:15,OK,SDTM,,1,sjogren
ADAM,argx-113-[sjogren]-0000,2024-06-15,sjogren,2024-06-15T08:56:41,OK,ADAM,,2,sjogren
ADAM,argx-113-[sjogren]-2106,2024-06-15,sjogren,2024-06-15T05:33:44,OK,ADAM,,2,sjogren
SDTM,argx-113-[x-ind]-0000,2024-06-15,x-ind,2024-06-15T08:20:37,OK,SDTM,,1,x-ind
ADAM,argx-113-[x-ind]-0000,2024-06-15,x-ind,2024-06-15T10:18:54,OK,ADAM,,2,x-ind
ADAM,argx-117-[x-ind]-0000,2024-06-15,x-ind,2024-06-15T01:24:42,OK,ADAM,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-06-15,cms,2024-06-15T01:20:49,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-06-15,cms,2024-06-15T01:00:29,OK,ADAM,Y,2,cms
SDTM,argx-113-[bp]-2010,2024-06-16,bp,2024-06-16T00:01:57,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-0000,2024-06-16,cms,2024-06-16T01:21:27,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-06-16,cms,2024-06-16T01:01:10,OK,ADAM,Y,2,cms
SDTM,argx-113-[bp]-2010,2024-06-17,bp,2024-06-17T00:02:29,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-0000,2024-06-17,cms,2024-06-17T01:21:29,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-06-17,cms,2024-06-17T01:00:41,OK,ADAM,Y,2,cms
SDTM,argx-113-[bp]-0000,2024-06-18,bp,2024-06-18T05:52:04,OK,SDTM,,1,bp
ADAM,argx-113-[bp]-0000,2024-06-18,bp,2024-06-18T07:02:25,OK,ADAM,,2,bp
SDTM,argx-113-[bp]-2010,2024-06-18,bp,2024-06-18T00:01:48,OK,SDTM,,1,
ADAM,argx-113-[bp]-2010,2024-06-18,bp,2024-06-18T04:05:40,OK,ADAM,,2,bp
SDTM,argx-113-[x-ind]-0000,2024-06-18,x-ind,2024-06-18T06:51:12,OK,SDTM,,1,x-ind
ADAM,argx-113-[x-ind]-0000,2024-06-18,x-ind,2024-06-18T08:42:09,OK,ADAM,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-06-18,cms,2024-06-18T01:32:49,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-06-18,cms,2024-06-18T01:08:02,OK,ADAM,Y,2,cms
SDTM,argx-119-[x-ind]-0000,2024-06-18,x-ind,2024-06-18T01:24:43,OK,SDTM,,1,x-ind
ADAM,argx-119-[x-ind]-0000,2024-06-18,x-ind,2024-06-18T01:45:01,OK,ADAM,,2,x-ind
SDTM,argx-113-[bp]-0000,2024-06-19,bp,2024-06-19T06:13:07,OK,SDTM,,1,bp
ADAM,argx-113-[bp]-0000,2024-06-19,bp,2024-06-19T09:00:50,OK,ADAM,,2,bp
SDTM,argx-113-[itp]-0000,2024-06-19,itp,2024-06-19T06:27:55,OK,SDTM,,1,itp
ADAM,argx-113-[itp]-0000,2024-06-19,itp,2024-06-19T09:24:06,OK,ADAM,,2,itp
ADAM,argx-113-[itp]-1801,2024-06-19,itp,2024-06-19T04:57:33,OK,ADAM,,2,itp
SDTM,argx-113-[pots]-0000,2024-06-19,pots,2024-06-19T06:43:03,OK,SDTM,,1,pots
ADAM,argx-113-[pots]-0000,2024-06-19,pots,2024-06-19T09:41:03,OK,ADAM,,2,pots
SDTM,argx-113-[pots]-2105,2024-06-19,pots,2024-06-19T00:54:36,OK,SDTM,,1,
ADAM,argx-113-[pots]-2105,2024-06-19,pots,2024-06-19T05:55:33,OK,ADAM,,2,pots
SDTM,argx-113-[x-ind]-0000,2024-06-19,x-ind,2024-06-19T08:49:19,OK,SDTM,,1,x-ind
ADAM,argx-113-[x-ind]-0000,2024-06-19,x-ind,2024-06-19T11:06:17,OK,ADAM,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-06-19,cms,2024-06-19T01:28:33,OK,ADAM,Y,2,cms
SDTM,argx-119-[cms]-2301,2024-06-19,cms,2024-06-19T00:15:30,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-2301,2024-06-19,cms,2024-06-19T01:08:10,OK,ADAM,Y,2,cms
SDTM,argx-113-[itp]-0000,2024-06-20,itp,2024-06-20T06:32:06,OK,SDTM,,1,itp
ADAM,argx-113-[itp]-0000,2024-06-20,itp,2024-06-20T07:43:31,OK,ADAM,,2,itp
ADAM,argx-113-[itp]-1801,2024-06-20,itp,2024-06-20T04:56:11,OK,ADAM,,2,itp
ADAM,argx-113-[itp]-2004,2024-06-20,itp,2024-06-20T05:13:44,OK,ADAM,,2,itp
SDTM,argx-113-[x-ind]-0000,2024-06-20,x-ind,2024-06-20T07:20:51,OK,SDTM,,1,x-ind
ADAM,argx-113-[x-ind]-0000,2024-06-20,x-ind,2024-06-20T09:15:59,OK,ADAM,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-06-20,cms,2024-06-20T01:27:51,OK,ADAM,Y,2,cms
SDTM,argx-119-[cms]-2301,2024-06-20,cms,2024-06-20T00:15:28,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-2301,2024-06-20,cms,2024-06-20T01:08:01,OK,ADAM,Y,2,cms
SDTM,argx-113-[itp]-0000,2024-06-21,itp,2024-06-21T05:55:57,OK,SDTM,,1,itp
ADAM,argx-113-[itp]-0000,2024-06-21,itp,2024-06-21T06:57:05,OK,ADAM,,2,itp
ADAM,argx-113-[itp]-1801,2024-06-21,itp,2024-06-21T04:37:15,OK,ADAM,,2,itp
SDTM,argx-113-[mn]-0000,2024-06-21,mn,2024-06-21T06:03:48,OK,SDTM,,1,mn
ADAM,argx-113-[mn]-0000,2024-06-21,mn,2024-06-21T07:11:05,OK,ADAM,,2,mn
SDTM,argx-113-[x-ind]-0000,2024-06-21,x-ind,2024-06-21T06:34:30,OK,SDTM,,1,x-ind
ADAM,argx-113-[x-ind]-0000,2024-06-21,x-ind,2024-06-21T08:39:20,OK,ADAM,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-06-21,cms,2024-06-21T01:29:00,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-06-21,cms,2024-06-21T00:53:50,OK,ADAM,Y,2,cms
SDTM,argx-119-[hv]-0000,2024-06-21,hv,2024-06-21T01:15:36,OK,SDTM,,1,hv
ADAM,argx-119-[hv]-0000,2024-06-21,hv,2024-06-21T01:39:22,OK,ADAM,,2,hv
SDTM,argx-119-[hv]-2201,2024-06-21,hv,2024-06-21T00:21:20,OK,SDTM,,1,
ADAM,argx-119-[hv]-2201,2024-06-21,hv,2024-06-21T01:08:10,OK,ADAM,,2,hv
SDTM,argx-119-[x-ind]-0000,2024-06-21,x-ind,2024-06-21T01:21:08,OK,SDTM,,1,x-ind
ADAM,argx-119-[x-ind]-0000,2024-06-21,x-ind,2024-06-21T01:49:39,OK,ADAM,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-06-22,cms,2024-06-22T01:11:29,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-06-22,cms,2024-06-22T00:51:33,OK,ADAM,Y,2,cms
SDTM,argx-113-[iim]-2011,2024-06-23,iim,2024-06-23T00:19:18,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-0000,2024-06-23,cms,2024-06-23T01:11:30,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-06-23,cms,2024-06-23T00:51:28,OK,ADAM,Y,2,cms
SDTM,argx-113-[iim]-2011,2024-06-24,iim,2024-06-24T00:19:15,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-0000,2024-06-24,cms,2024-06-24T01:11:58,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-06-24,cms,2024-06-24T00:51:46,OK,ADAM,Y,2,cms
SDTM,argx-113-[iim]-2011,2024-06-25,iim,2024-06-25T00:18:17,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-0000,2024-06-25,cms,2024-06-25T01:11:25,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-06-25,cms,2024-06-25T00:51:22,OK,ADAM,Y,2,cms
